country,year_week,weekly_count
Eu/Eea (Total),2021-11-15,1610680.0
Eu/Eea (Total),2021-11-22,1830512.0
Eu/Eea (Total),2021-11-29,1876910.0
Eu/Eea (Total),2021-12-06,1782405.0
Eu/Eea (Total),2021-12-13,1793390.0
Eu/Eea (Total),2021-12-20,2177552.0
Eu/Eea (Total),2021-12-27,4119232.0
Eu/Eea (Total),2022-01-03,5916414.0
Eu/Eea (Total),2022-01-10,6726529.0
Eu/Eea (Total),2022-01-17,8409394.0
Eu/Eea (Total),2022-01-24,8845940.0
Eu/Eea (Total),2022-01-31,7679175.0
Eu/Eea (Total),2022-02-07,6233848.0
Eu/Eea (Total),2022-02-14,4365567.0
Eu/Eea (Total),2022-02-21,3466945.0
Eu/Eea (Total),2022-02-28,3393279.0
Eu/Eea (Total),2022-03-07,3967254.0
Eu/Eea (Total),2022-03-14,4321958.0
Eu/Eea (Total),2022-03-21,4353504.0
Eu/Eea (Total),2022-03-28,3765608.0
Eu/Eea (Total),2022-04-04,3088063.0
Eu/Eea (Total),2022-04-11,2546213.0
Eu/Eea (Total),2022-04-18,2180346.0
Eu/Eea (Total),2022-04-25,1775892.0
Eu/Eea (Total),2022-05-02,1457084.0
Eu/Eea (Total),2022-05-09,1334070.0
Eu/Eea (Total),2022-05-16,1063448.0
Eu/Eea (Total),2022-05-23,801518.0
Eu/Eea (Total),2022-05-30,865828.0
Eu/Eea (Total),2022-06-06,943311.0
Estonia,2020-01-06,0.0
Estonia,2020-01-13,0.0
Estonia,2020-01-20,0.0
Estonia,2020-01-27,0.0
Estonia,2020-02-03,0.0
Estonia,2020-02-10,0.0
Estonia,2020-02-17,0.0
Estonia,2020-02-24,0.0
Estonia,2020-03-02,1.0
Estonia,2020-03-09,9.0
Estonia,2020-03-16,210.0
Estonia,2020-03-23,165.0
Estonia,2020-03-30,5570.0
Estonia,2020-04-06,404.0
Estonia,2020-04-13,223.0
Estonia,2020-04-20,199.0
Estonia,2020-04-27,109.0
Estonia,2020-05-04,56.0
Estonia,2020-05-11,38.0
Estonia,2020-05-18,43.0
Estonia,2020-05-25,39.0
Estonia,2020-06-01,46.0
Estonia,2020-06-08,71.0
Estonia,2020-06-15,35.0
Estonia,2020-06-22,8.0
Estonia,2020-06-29,6.0
Estonia,2020-07-06,6.0
Estonia,2020-07-13,21.0
Estonia,2020-07-20,4.0
Estonia,2020-07-27,11.0
Estonia,2020-08-03,45.0
Estonia,2020-08-10,74.0
Estonia,2020-08-17,35.0
Estonia,2020-08-24,88.0
Estonia,2020-08-31,100.0
Estonia,2020-09-07,157.0
Estonia,2020-09-14,160.0
Estonia,2020-09-21,244.0
Estonia,2020-09-28,337.0
Estonia,2020-10-05,344.0
Estonia,2020-10-12,255.0
Estonia,2020-10-19,211.0
Estonia,2020-10-26,343.0
Estonia,2020-11-02,614.0
Estonia,2020-11-09,1202.0
Estonia,2020-11-16,1591.0
Estonia,2020-11-23,2104.0
Estonia,2020-11-30,2350.0
Estonia,2020-12-07,2921.0
Estonia,2020-12-14,3156.0
Estonia,2020-12-21,3696.0
Estonia,2020-12-28,3730.0
Estonia,2021-01-04,7985.0
Estonia,2021-01-11,3543.0
Estonia,2021-01-18,3631.0
Estonia,2021-01-25,3604.0
Estonia,2021-02-01,3762.0
Estonia,2021-02-08,4561.0
Estonia,2021-02-15,5572.0
Estonia,2021-02-22,8183.0
Estonia,2021-03-01,9570.0
Estonia,2021-03-08,9905.0
Estonia,2021-03-15,10309.0
Estonia,2021-03-22,7822.0
Estonia,2021-03-29,423.0
Estonia,2021-04-05,4663.0
Estonia,2021-04-12,3341.0
Estonia,2021-04-19,2604.0
Estonia,2021-04-26,2402.0
Estonia,2021-05-03,2283.0
Estonia,2021-05-10,1870.0
Estonia,2021-05-17,1465.0
Estonia,2021-05-24,876.0
Estonia,2021-05-31,612.0
Estonia,2021-06-07,380.0
Estonia,2021-06-14,282.0
Estonia,2021-06-21,165.0
Estonia,2021-06-28,227.0
Estonia,2021-07-05,301.0
Estonia,2021-07-12,375.0
Estonia,2021-07-19,645.0
Estonia,2021-07-26,1246.0
Estonia,2021-08-02,1472.0
Estonia,2021-08-09,1942.0
Estonia,2021-08-16,1970.0
Estonia,2021-08-23,2476.0
Estonia,2021-08-30,2405.0
Estonia,2021-09-06,2976.0
Estonia,2021-09-13,3258.0
Estonia,2021-09-20,3784.0
Estonia,2021-09-27,4970.0
Estonia,2021-10-04,6455.0
Estonia,2021-10-11,7999.0
Estonia,2021-10-18,9988.0
Estonia,2021-10-25,12069.0
Estonia,2021-11-01,173.0
Estonia,2021-11-08,6726.0
Estonia,2021-11-15,5181.0
Estonia,2021-11-22,4077.0
Estonia,2021-11-29,3437.0
Estonia,2021-12-06,3305.0
Estonia,2021-12-13,3913.0
Estonia,2021-12-20,4595.0
Estonia,2021-12-27,6140.0
Estonia,2022-01-03,5742.0
Estonia,2022-01-10,15424.0
Estonia,2022-01-17,27269.0
Estonia,2022-01-24,41085.0
Estonia,2022-01-31,48031.0
Estonia,2022-02-07,37947.0
Estonia,2022-02-14,39239.0
Estonia,2022-02-21,31712.0
Estonia,2022-02-28,22671.0
Estonia,2022-03-07,14983.0
Estonia,2022-03-14,10967.0
Estonia,2022-03-21,9226.0
Estonia,2022-03-28,6835.0
Estonia,2022-04-04,5185.0
Estonia,2022-04-11,3337.0
Estonia,2022-04-18,2756.0
Estonia,2022-04-25,2039.0
Estonia,2022-05-02,1489.0
Estonia,2022-05-09,1173.0
Estonia,2022-05-16,953.0
Estonia,2022-05-23,821.0
Estonia,2022-05-30,781.0
Estonia,2022-06-06,840.0
Europe (Total),2020-01-06,12.0
Europe (Total),2020-01-13,13.0
Europe (Total),2020-01-20,10.0
Europe (Total),2020-01-27,20.0
Europe (Total),2020-02-03,38.0
Europe (Total),2020-02-10,52.0
Europe (Total),2020-02-17,27.0
Europe (Total),2020-02-24,209.0
Europe (Total),2020-03-02,2600.0
Europe (Total),2020-03-09,13461.0
Europe (Total),2020-03-16,59207.0
Europe (Total),2020-03-23,141281.0
Europe (Total),2020-03-30,236486.0
Europe (Total),2020-04-06,252363.0
Europe (Total),2020-04-13,243314.0
Europe (Total),2020-04-20,217666.0
Europe (Total),2020-04-27,195242.0
Europe (Total),2020-05-04,170629.0
Europe (Total),2020-05-11,167912.0
Europe (Total),2020-05-18,152049.0
Europe (Total),2020-05-25,132395.0
Europe (Total),2020-06-01,122503.0
Europe (Total),2020-06-08,121278.0
Europe (Total),2020-06-15,124575.0
Europe (Total),2020-06-22,123192.0
Europe (Total),2020-06-29,118118.0
Europe (Total),2020-07-06,110316.0
Europe (Total),2020-07-13,109615.0
Europe (Total),2020-07-20,116316.0
Europe (Total),2020-07-27,127018.0
Europe (Total),2020-08-03,179700.0
Europe (Total),2020-08-10,204808.0
Europe (Total),2020-08-17,227152.0
Europe (Total),2020-08-24,256930.0
Europe (Total),2020-08-31,284933.0
Europe (Total),2020-09-07,322055.0
Europe (Total),2020-09-14,369967.0
Europe (Total),2020-09-21,432038.0
Europe (Total),2020-09-28,468886.0
Europe (Total),2020-10-05,565771.0
Europe (Total),2020-10-12,803496.0
Europe (Total),2020-10-19,1106921.0
Europe (Total),2020-10-26,1584926.0
Europe (Total),2020-11-02,1929569.0
Europe (Total),2020-11-09,2043948.0
Europe (Total),2020-11-16,1886331.0
Europe (Total),2020-11-23,1716334.0
Europe (Total),2020-11-30,1652924.0
Europe (Total),2020-12-07,1641411.0
Europe (Total),2020-12-14,1706054.0
Europe (Total),2020-12-21,1708964.0
Europe (Total),2020-12-28,1687571.0
Europe (Total),2021-01-04,3570412.0
Europe (Total),2021-01-11,1613139.0
Europe (Total),2021-01-18,1443400.0
Europe (Total),2021-01-25,1284514.0
Europe (Total),2021-02-01,1104992.0
Europe (Total),2021-02-08,950552.0
Europe (Total),2021-02-15,973551.0
Europe (Total),2021-02-22,1071915.0
Europe (Total),2021-03-01,1142012.0
Europe (Total),2021-03-08,1262979.0
Europe (Total),2021-03-15,1474596.0
Europe (Total),2021-03-22,1652703.0
Europe (Total),2021-03-29,1665195.0
Europe (Total),2021-04-05,1610822.0
Europe (Total),2021-04-12,1601673.0
Europe (Total),2021-04-19,1432377.0
Europe (Total),2021-04-26,1109042.0
Europe (Total),2021-05-03,880661.0
Europe (Total),2021-05-10,667798.0
Europe (Total),2021-05-17,544417.0
Europe (Total),2021-05-24,442237.0
Europe (Total),2021-05-31,362142.0
Europe (Total),2021-06-07,346386.0
Europe (Total),2021-06-14,319456.0
Europe (Total),2021-06-21,422384.0
Europe (Total),2021-06-28,536472.0
Europe (Total),2021-07-05,772589.0
Europe (Total),2021-07-12,1015668.0
Europe (Total),2021-07-19,982704.0
Europe (Total),2021-07-26,1020086.0
Europe (Total),2021-08-02,1004003.0
Europe (Total),2021-08-09,1120474.0
Europe (Total),2021-08-16,1117036.0
Europe (Total),2021-08-23,1118088.0
Europe (Total),2021-08-30,1098192.0
Europe (Total),2021-09-06,1035269.0
Europe (Total),2021-09-13,1040868.0
Europe (Total),2021-09-20,1043068.0
Europe (Total),2021-09-27,1163994.0
Europe (Total),2021-10-04,1229873.0
Europe (Total),2021-10-11,1450167.0
Europe (Total),2021-10-18,1698111.0
Europe (Total),2021-10-25,1844704.0
Europe (Total),2021-11-01,2057541.0
Europe (Total),2021-11-08,2251506.0
Europe (Total),2021-11-15,2602116.0
Europe (Total),2021-11-22,2779457.0
Europe (Total),2021-11-29,2792940.0
Europe (Total),2021-12-06,2760951.0
Europe (Total),2021-12-13,2919762.0
Europe (Total),2021-12-20,3106774.0
Europe (Total),2021-12-27,0.0
Europe (Total),2022-01-03,8023697.0
Europe (Total),2022-01-10,8474065.0
Europe (Total),2022-01-17,10660979.0
Europe (Total),2022-01-24,11540962.0
Europe (Total),2022-01-31,10639783.0
Europe (Total),2022-02-07,9613254.0
Europe (Total),2022-02-14,7225538.0
Europe (Total),2022-02-21,5488228.0
Europe (Total),2022-02-28,4989548.0
Europe (Total),2022-03-07,5365547.0
Europe (Total),2022-03-14,5390044.0
Europe (Total),2022-03-21,5394688.0
Europe (Total),2022-03-28,4764476.0
Europe (Total),2022-04-04,3581847.0
Europe (Total),2022-04-11,2873489.0
Europe (Total),2022-04-18,2552996.0
Europe (Total),2022-04-25,1983550.0
Europe (Total),2022-05-02,1582406.0
Europe (Total),2022-05-09,1483605.0
Europe (Total),2022-05-16,1150756.0
Europe (Total),2022-05-23,903220.0
Europe (Total),2022-05-30,0.0
Europe (Total),2022-06-06,1085946.0
Faroe Islands,2020-03-09,3.0
Faroe Islands,2020-03-16,6.0
Faroe Islands,2020-03-23,106.0
Faroe Islands,2020-03-30,44.0
Faroe Islands,2020-04-06,22.0
Faroe Islands,2020-04-13,3.0
Faroe Islands,2020-04-20,1.0
Faroe Islands,2020-04-27,2.0
Faroe Islands,2020-05-04,0.0
Faroe Islands,2020-05-11,0.0
Faroe Islands,2020-05-18,0.0
Faroe Islands,2020-05-25,0.0
Faroe Islands,2020-06-01,0.0
Faroe Islands,2020-06-08,0.0
Faroe Islands,2020-06-15,0.0
Faroe Islands,2020-06-22,0.0
Faroe Islands,2020-06-29,0.0
Faroe Islands,2020-07-06,0.0
Faroe Islands,2020-07-13,1.0
Faroe Islands,2020-07-20,3.0
Faroe Islands,2020-07-27,0.0
Faroe Islands,2020-08-03,34.0
Faroe Islands,2020-08-10,66.0
Faroe Islands,2020-08-17,81.0
Faroe Islands,2020-08-24,12.0
Faroe Islands,2020-08-31,27.0
Faroe Islands,2020-09-07,2.0
Faroe Islands,2020-09-14,10.0
Faroe Islands,2020-09-21,11.0
Faroe Islands,2020-09-28,26.0
Faroe Islands,2020-10-05,14.0
Faroe Islands,2020-10-12,3.0
Faroe Islands,2020-10-19,8.0
Faroe Islands,2020-10-26,5.0
Faroe Islands,2020-11-02,5.0
Faroe Islands,2020-11-09,2.0
Faroe Islands,2020-11-16,1.0
Faroe Islands,2020-11-23,2.0
Faroe Islands,2020-11-30,2.0
Faroe Islands,2020-12-07,8.0
Faroe Islands,2020-12-14,18.0
Faroe Islands,2020-12-21,18.0
Faroe Islands,2020-12-28,36.0
Faroe Islands,2021-01-04,64.0
Faroe Islands,2021-01-11,3.0
Faroe Islands,2021-01-18,3.0
Faroe Islands,2021-01-25,2.0
Faroe Islands,2021-02-01,2.0
Faroe Islands,2021-02-08,1.0
Faroe Islands,2021-02-15,1.0
Faroe Islands,2021-02-22,0.0
Faroe Islands,2021-03-01,2.0
Faroe Islands,2021-03-08,1.0
Faroe Islands,2021-03-15,0.0
Faroe Islands,2021-03-22,0.0
Faroe Islands,2021-03-29,0.0
Faroe Islands,2021-04-05,0.0
Faroe Islands,2021-04-12,1.0
Faroe Islands,2021-04-19,1.0
Faroe Islands,2021-04-26,1.0
Faroe Islands,2021-05-03,4.0
Faroe Islands,2021-05-10,2.0
Faroe Islands,2021-05-17,22.0
Faroe Islands,2021-05-24,26.0
Faroe Islands,2021-05-31,26.0
Faroe Islands,2021-06-07,12.0
Faroe Islands,2021-06-14,12.0
Faroe Islands,2021-06-21,4.0
Faroe Islands,2021-06-28,12.0
Faroe Islands,2021-07-05,84.0
Faroe Islands,2021-07-12,65.0
Faroe Islands,2021-07-19,40.0
Faroe Islands,2021-07-26,12.0
Faroe Islands,2021-08-02,4.0
Faroe Islands,2021-08-09,3.0
Faroe Islands,2021-08-16,5.0
Faroe Islands,2021-08-23,3.0
Faroe Islands,2021-08-30,20.0
Faroe Islands,2021-09-06,17.0
Faroe Islands,2021-09-13,33.0
Faroe Islands,2021-09-20,57.0
Faroe Islands,2021-09-27,93.0
Faroe Islands,2021-10-04,73.0
Faroe Islands,2021-10-11,57.0
Faroe Islands,2021-10-18,265.0
Faroe Islands,2021-10-25,597.0
Faroe Islands,2021-11-01,455.0
Faroe Islands,2021-11-08,299.0
Faroe Islands,2021-11-15,278.0
Faroe Islands,2021-11-22,309.0
Faroe Islands,2021-11-29,404.0
Faroe Islands,2021-12-06,456.0
Faroe Islands,2021-12-13,322.0
Faroe Islands,2021-12-27,0.0
Faroe Islands,2022-01-03,1563.0
Faroe Islands,2022-01-10,2239.0
Faroe Islands,2022-01-17,4171.0
Faroe Islands,2022-01-24,4759.0
Faroe Islands,2022-01-31,4907.0
Faroe Islands,2022-02-07,5059.0
Faroe Islands,2022-02-14,2979.0
Faroe Islands,2022-02-21,2193.0
Faroe Islands,2022-02-28,0.0
Faroe Islands,2022-03-07,0.0
Faroe Islands,2022-03-14,421.0
Faroe Islands,2022-03-21,0.0
Faroe Islands,2022-03-28,0.0
Faroe Islands,2022-04-04,0.0
Faroe Islands,2022-04-11,0.0
Faroe Islands,2022-04-18,0.0
Faroe Islands,2022-04-25,0.0
Faroe Islands,2022-05-02,0.0
Faroe Islands,2022-05-09,0.0
Faroe Islands,2022-05-16,0.0
Faroe Islands,2022-05-23,0.0
Faroe Islands,2022-05-30,0.0
Faroe Islands,2022-06-06,0.0
Finland,2020-01-06,1.0
Finland,2020-01-13,0.0
Finland,2020-01-20,0.0
Finland,2020-01-27,0.0
Finland,2020-02-03,1.0
Finland,2020-02-10,0.0
Finland,2020-02-17,1.0
Finland,2020-02-24,1.0
Finland,2020-03-02,7.0
Finland,2020-03-09,34.0
Finland,2020-03-16,317.0
Finland,2020-03-23,540.0
Finland,2020-03-30,642.0
Finland,2020-04-06,966.0
Finland,2020-04-13,931.0
Finland,2020-04-20,790.0
Finland,2020-04-27,736.0
Finland,2020-05-04,623.0
Finland,2020-05-11,617.0
Finland,2020-05-18,396.0
Finland,2020-05-25,221.0
Finland,2020-06-01,163.0
Finland,2020-06-08,99.0
Finland,2020-06-15,54.0
Finland,2020-06-22,51.0
Finland,2020-06-29,53.0
Finland,2020-07-06,46.0
Finland,2020-07-13,38.0
Finland,2020-07-20,43.0
Finland,2020-07-27,56.0
Finland,2020-08-03,84.0
Finland,2020-08-10,169.0
Finland,2020-08-17,175.0
Finland,2020-08-24,192.0
Finland,2020-08-31,156.0
Finland,2020-09-07,236.0
Finland,2020-09-14,354.0
Finland,2020-09-21,470.0
Finland,2020-09-28,719.0
Finland,2020-10-05,1130.0
Finland,2020-10-12,1626.0
Finland,2020-10-19,1276.0
Finland,2020-10-26,1246.0
Finland,2020-11-02,1457.0
Finland,2020-11-09,1416.0
Finland,2020-11-16,1651.0
Finland,2020-11-23,2601.0
Finland,2020-11-30,3137.0
Finland,2020-12-07,3015.0
Finland,2020-12-14,2907.0
Finland,2020-12-21,2328.0
Finland,2020-12-28,1654.0
Finland,2021-01-04,3795.0
Finland,2021-01-11,1769.0
Finland,2021-01-18,2352.0
Finland,2021-01-25,2714.0
Finland,2021-02-01,2609.0
Finland,2021-02-08,2555.0
Finland,2021-02-15,3554.0
Finland,2021-02-22,3993.0
Finland,2021-03-01,4457.0
Finland,2021-03-08,4944.0
Finland,2021-03-15,4711.0
Finland,2021-03-22,4186.0
Finland,2021-03-29,3271.0
Finland,2021-04-05,2553.0
Finland,2021-04-12,1937.0
Finland,2021-04-19,1610.0
Finland,2021-04-26,1388.0
Finland,2021-05-03,1503.0
Finland,2021-05-10,1431.0
Finland,2021-05-17,1319.0
Finland,2021-05-24,890.0
Finland,2021-05-31,726.0
Finland,2021-06-07,558.0
Finland,2021-06-14,543.0
Finland,2021-06-21,971.0
Finland,2021-06-28,1293.0
Finland,2021-07-05,1697.0
Finland,2021-07-12,2241.0
Finland,2021-07-19,2923.0
Finland,2021-07-26,4659.0
Finland,2021-08-02,5097.0
Finland,2021-08-09,5186.0
Finland,2021-08-16,4393.0
Finland,2021-08-23,4207.0
Finland,2021-08-30,3893.0
Finland,2021-09-06,3151.0
Finland,2021-09-13,2818.0
Finland,2021-09-20,3015.0
Finland,2021-09-27,3887.0
Finland,2021-10-04,4252.0
Finland,2021-10-11,3728.0
Finland,2021-10-18,3695.0
Finland,2021-10-25,4214.0
Finland,2021-11-01,5164.0
Finland,2021-11-08,6001.0
Finland,2021-11-15,7499.0
Finland,2021-11-22,8181.0
Finland,2021-11-29,9543.0
Finland,2021-12-06,10642.0
Finland,2021-12-13,13823.0
Finland,2021-12-20,21908.0
Finland,2021-12-27,44059.0
Finland,2022-01-03,58987.0
Finland,2022-01-10,59945.0
Finland,2022-01-17,56210.0
Finland,2022-01-24,47732.0
Finland,2022-01-31,44274.0
Finland,2022-02-07,45399.0
Finland,2022-02-14,44969.0
Finland,2022-02-21,44561.0
Finland,2022-02-28,41753.0
Finland,2022-03-07,51210.0
Finland,2022-03-14,53871.0
Finland,2022-03-21,53568.0
Finland,2022-03-28,44565.0
Finland,2022-04-04,37918.0
Finland,2022-04-11,29362.0
Finland,2022-04-18,26688.0
Finland,2022-04-25,19130.0
Finland,2022-05-02,17586.0
Finland,2022-05-09,13971.0
Finland,2022-05-16,11369.0
Finland,2022-05-23,10636.0
Finland,2022-05-30,9648.0
Finland,2022-06-06,4287.0
France,2020-01-06,0.0
France,2020-01-13,0.0
France,2020-01-20,0.0
France,2020-01-27,3.0
France,2020-02-03,3.0
France,2020-02-10,6.0
France,2020-02-17,0.0
France,2020-02-24,4.0
France,2020-03-02,133.0
France,2020-03-09,981.0
France,2020-03-16,4297.0
France,2020-03-23,11266.0
France,2020-03-30,23485.0
France,2020-04-06,31002.0
France,2020-04-13,25898.0
France,2020-04-20,16220.0
France,2020-04-27,11120.0
France,2020-05-04,6144.0
France,2020-05-11,4046.0
France,2020-05-18,3392.0
France,2020-05-25,4668.0
France,2020-06-01,4012.0
France,2020-06-08,3170.0
France,2020-06-15,3284.0
France,2020-06-22,3559.0
France,2020-06-29,3575.0
France,2020-07-06,3834.0
France,2020-07-13,4005.0
France,2020-07-20,4513.0
France,2020-07-27,6639.0
France,2020-08-03,8517.0
France,2020-08-10,11935.0
France,2020-08-17,17353.0
France,2020-08-24,28177.0
France,2020-08-31,39986.0
France,2020-09-07,52854.0
France,2020-09-14,64706.0
France,2020-09-21,75853.0
France,2020-09-28,74124.0
France,2020-10-05,79973.0
France,2020-10-12,123089.0
France,2020-10-19,174828.0
France,2020-10-26,275475.0
France,2020-11-02,334606.0
France,2020-11-09,304647.0
France,2020-11-16,178339.0
France,2020-11-23,116391.0
France,2020-11-30,78267.0
France,2020-12-07,72129.0
France,2020-12-14,78745.0
France,2020-12-21,94319.0
France,2020-12-28,85104.0
France,2021-01-04,213499.0
France,2021-01-11,120598.0
France,2021-01-18,132695.0
France,2021-01-25,134230.0
France,2021-02-01,131751.0
France,2021-02-08,114509.0
France,2021-02-15,120536.0
France,2021-02-22,130618.0
France,2021-03-01,127029.0
France,2021-03-08,144730.0
France,2021-03-15,185686.0
France,2021-03-22,226159.0
France,2021-03-29,244901.0
France,2021-04-05,205883.0
France,2021-04-12,205276.0
France,2021-04-19,182848.0
France,2021-04-26,146406.0
France,2021-05-03,109742.0
France,2021-05-10,84111.0
France,2021-05-17,85437.0
France,2021-05-24,63401.0
France,2021-05-31,49066.0
France,2021-06-07,29340.0
France,2021-06-14,17288.0
France,2021-06-21,12858.0
France,2021-06-28,15749.0
France,2021-07-05,25738.0
France,2021-07-12,51040.0
France,2021-07-19,122790.0
France,2021-07-26,153108.0
France,2021-08-02,158592.0
France,2021-08-09,166422.0
France,2021-08-16,149868.0
France,2021-08-23,125261.0
France,2021-08-30,95498.0
France,2021-09-06,70669.0
France,2021-09-13,51163.0
France,2021-09-20,39700.0
France,2021-09-27,33506.0
France,2021-10-04,29250.0
France,2021-10-11,32843.0
France,2021-10-18,36085.0
France,2021-10-25,39946.0
France,2021-11-01,49560.0
France,2021-11-08,68055.0
France,2021-11-15,122268.0
France,2021-11-22,198036.0
France,2021-11-29,292049.0
France,2021-12-06,341145.0
France,2021-12-13,365223.0
France,2021-12-20,526052.0
France,2021-12-27,1151117.0
France,2022-01-03,1752836.0
France,2022-01-10,2028035.0
France,2022-01-17,2486551.0
France,2022-01-24,2404210.0
France,2022-01-31,1772483.0
France,2022-02-07,1004471.0
France,2022-02-14,597768.0
France,2022-02-21,413598.0
France,2022-02-28,363517.0
France,2022-03-07,443492.0
France,2022-03-14,606139.0
France,2022-03-21,870396.0
France,2022-03-28,976409.0
France,2022-04-04,945487.0
France,2022-04-11,839741.0
France,2022-04-18,556868.0
France,2022-04-25,394610.0
France,2022-05-02,280568.0
France,2022-05-09,231488.0
France,2022-05-16,176051.0
France,2022-05-23,125192.0
France,2022-05-30,157726.0
France,2022-06-06,205037.0
Georgia,2020-01-06,0.0
Georgia,2020-01-13,0.0
Georgia,2020-01-20,0.0
Georgia,2020-01-27,0.0
Georgia,2020-02-03,0.0
Georgia,2020-02-10,0.0
Georgia,2020-02-17,0.0
Georgia,2020-02-24,0.0
Georgia,2020-03-02,3.0
Georgia,2020-03-09,10.0
Georgia,2020-03-16,17.0
Georgia,2020-03-23,24.0
Georgia,2020-03-30,36.0
Georgia,2020-04-06,84.0
Georgia,2020-04-13,83.0
Georgia,2020-04-20,137.0
Georgia,2020-04-27,92.0
Georgia,2020-05-04,103.0
Georgia,2020-05-11,46.0
Georgia,2020-05-18,66.0
Georgia,2020-05-25,29.0
Georgia,2020-06-01,53.0
Georgia,2020-06-08,25.0
Georgia,2020-06-15,71.0
Georgia,2020-06-22,29.0
Georgia,2020-06-29,18.0
Georgia,2020-07-06,27.0
Georgia,2020-07-13,42.0
Georgia,2020-07-20,33.0
Georgia,2020-07-27,109.0
Georgia,2020-08-03,40.0
Georgia,2020-08-10,73.0
Georgia,2020-08-17,91.0
Georgia,2020-08-24,70.0
Georgia,2020-08-31,76.0
Georgia,2020-09-07,153.0
Georgia,2020-09-14,752.0
Georgia,2020-09-21,1303.0
Georgia,2020-09-28,1857.0
Georgia,2020-10-05,2566.0
Georgia,2020-10-12,3676.0
Georgia,2020-10-19,5683.0
Georgia,2020-10-26,12826.0
Georgia,2020-11-02,12276.0
Georgia,2020-11-09,18101.0
Georgia,2020-11-16,22155.0
Georgia,2020-11-23,25855.0
Georgia,2020-11-30,26894.0
Georgia,2020-12-07,29392.0
Georgia,2020-12-14,26087.0
Georgia,2020-12-21,18399.0
Georgia,2020-12-28,12681.0
Georgia,2021-01-04,17637.0
Georgia,2021-01-11,8135.0
Georgia,2021-01-18,5901.0
Georgia,2021-01-25,4535.0
Georgia,2021-02-01,3877.0
Georgia,2021-02-08,3494.0
Georgia,2021-02-15,2780.0
Georgia,2021-02-22,2416.0
Georgia,2021-03-01,2080.0
Georgia,2021-03-08,2150.0
Georgia,2021-03-15,2502.0
Georgia,2021-03-22,2651.0
Georgia,2021-03-29,3760.0
Georgia,2021-04-05,4335.0
Georgia,2021-04-12,7540.0
Georgia,2021-04-19,8336.0
Georgia,2021-04-26,8682.0
Georgia,2021-05-03,8965.0
Georgia,2021-05-10,8456.0
Georgia,2021-05-17,7586.0
Georgia,2021-05-24,6002.0
Georgia,2021-05-31,5442.0
Georgia,2021-06-07,4871.0
Georgia,2021-06-14,4605.0
Georgia,2021-06-21,4993.0
Georgia,2021-06-28,5174.0
Georgia,2021-07-05,8763.0
Georgia,2021-07-12,10518.0
Georgia,2021-07-19,15694.0
Georgia,2021-07-26,19820.0
Georgia,2021-08-02,24070.0
Georgia,2021-08-09,33665.0
Georgia,2021-08-16,33166.0
Georgia,2021-08-23,28374.0
Georgia,2021-08-30,22839.0
Georgia,2021-09-06,15858.0
Georgia,2021-09-13,13449.0
Georgia,2021-09-20,11891.0
Georgia,2021-09-27,11465.0
Georgia,2021-10-04,16963.0
Georgia,2021-10-11,29230.0
Georgia,2021-10-18,27427.0
Georgia,2021-10-25,29148.0
Georgia,2021-11-01,33658.0
Georgia,2021-11-08,30865.0
Georgia,2021-11-15,28186.0
Georgia,2021-11-22,26496.0
Georgia,2021-11-29,26478.0
Georgia,2021-12-06,23742.0
Georgia,2021-12-13,19643.0
Georgia,2021-12-27,0.0
Georgia,2022-01-03,24244.0
Georgia,2022-01-10,36516.0
Georgia,2022-01-17,60049.0
Georgia,2022-01-24,116531.0
Georgia,2022-01-31,149915.0
Georgia,2022-02-07,132255.0
Georgia,2022-02-14,95575.0
Georgia,2022-02-21,51804.0
Georgia,2022-02-28,20810.0
Georgia,2022-03-07,9693.0
Georgia,2022-03-14,6267.0
Georgia,2022-03-21,4303.0
Georgia,2022-03-28,2885.0
Georgia,2022-04-04,2040.0
Georgia,2022-04-11,1648.0
Georgia,2022-04-18,1195.0
Georgia,2022-04-25,908.0
Georgia,2022-05-02,0.0
Georgia,2022-05-09,0.0
Georgia,2022-05-16,0.0
Georgia,2022-05-23,1933.0
Georgia,2022-05-30,575.0
Georgia,2022-06-06,511.0
Germany,2020-01-06,1.0
Germany,2020-01-13,0.0
Germany,2020-01-20,0.0
Germany,2020-01-27,1.0
Germany,2020-02-03,10.0
Germany,2020-02-10,9.0
Germany,2020-02-17,5.0
Germany,2020-02-24,5.0
Germany,2020-03-02,140.0
Germany,2020-03-09,904.0
Germany,2020-03-16,6437.0
Germany,2020-03-23,22409.0
Germany,2020-03-30,33972.0
Germany,2020-04-06,36056.0
Germany,2020-04-13,27138.0
Germany,2020-04-20,17340.0
Germany,2020-04-27,12355.0
Germany,2020-05-04,7438.0
Germany,2020-05-11,6240.0
Germany,2020-05-18,4764.0
Germany,2020-05-25,3605.0
Germany,2020-06-01,3205.0
Germany,2020-06-08,2353.0
Germany,2020-06-15,2345.0
Germany,2020-06-22,4186.0
Germany,2020-06-29,3162.0
Germany,2020-07-06,2693.0
Germany,2020-07-13,2422.0
Germany,2020-07-20,3040.0
Germany,2020-07-27,3937.0
Germany,2020-08-03,4841.0
Germany,2020-08-10,6068.0
Germany,2020-08-17,7955.0
Germany,2020-08-24,9596.0
Germany,2020-08-31,8834.0
Germany,2020-09-07,8617.0
Germany,2020-09-14,9764.0
Germany,2020-09-21,12291.0
